NO,都道府県コード又は市区町村コード,都道府県,市区町村名,名称,名称_カナ,設置目的,実施支援の主な区分,住所,方書,緯度,経度,電話番号1,電話番号1_連絡先備考,電話番号2,電話番号2_連絡先備考,内線番号,FAX番号,URL,メールアドレス1,メールアドレス1_連絡先備考,メールアドレス2,メールアドレス2_連絡先備考,法人番号,運営団体名,開催頻度,開催曜日,開催日,開催開始時間,開催終了時間,開催日時特記事項,参加条件,参加費_幼児,参加費_小学生,参加費_中学生,参加費_高校生,参加費_大人,参加費特記事項,予約方法,予約特記事項,定員,フードパントリー実施,テイクアウト実施,学区,ネットワークの加入,追加情報NO,画像,画像_ライセンス,備考
77,11,埼玉県,所沢市,金山食堂だれでもランチ会,,,,埼玉県所沢市金山町18-3　金山町公民館,,35.7917256402532,139.463037027366,04-2922-2071,,,,,,,,,,,,,1か月に1回,金,月1回第4金曜日,10:00,13:00,,不登校・行き渋りの子供,300,300,300,300,300,,,,,,,,,,,,
78,11,埼玉県,所沢市,コミュニティ広場『すずかめ』,,,"学習支援,多世代交流拠点",埼玉県所沢市亀ヶ谷131-3,,35.8066537987728,139.520756482377,090-3314-1929,,,,,,,suzukirevo1610@gmail.com,,,,,,週に2回,土,第1、第3土曜日,10:30,13:30,,,0,0,0,0,300,,,,,1.0,,,,,,,
79,11,埼玉県,所沢市,さんとめキララ子ども食堂,,,多世代交流拠点,埼玉県所沢市中富1622,,35.8150616,139.4834444,070-2154-7354,,,,,,,y-yamauchi@mcp-saitama.or.jp,,,,,,1か月に1回,土,毎月第3土曜日,12:00,13:00,,,0,100,100,100,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
80,11,埼玉県,所沢市,北秋津こども食堂,,,,埼玉県所沢市北秋津366,,35.7802555,139.477765,,,,,,,,satsuki_saito@jcom.home.ne.jp,,,,,,1か月に2回,水,第2、第4水曜日,17:00,19:00,,,100,100,100,100,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
81,11,埼玉県,所沢市,みんなの居場所「空ちゃん和ヶ原」,,,学習支援,埼玉県所沢市和ケ原3-286-12 三ヶ島第13区自治会集会所,,35.8061189,139.4042906,,,,,,,,,,,,,,1か月に2回,木,第1第3木曜日,16:00,18:30,,,100,100,100,100,300,,,,,,,,フードバンクネット西埼玉,,,,
82,11,埼玉県,所沢市,多世代参加型子ども食堂　桂の食卓～桂ん家,,,学習支援,埼玉県所沢市宮本町2-23-34　介護付有料老人ホーム桂の樹　内、1Ｆ地域ｺﾐｭﾆﾃｨｰﾙｰﾑ,,35.7958169,139.4607673,,,,,,,https://sikodomoshokudo.wixsite.com/ks-katsuranchi,toko-soshiki@mcp-saitama.or.jp,,,,,,1か月に1回,金,第３金曜日,17:00,18:30,,,100,100,100,100,300,会食開催時は未就学児無料、テイクアウトは一律100円,,,,,,,埼玉県子ども食堂ネットワーク,,,,
83,11,埼玉県,所沢市,地域内に一人ぼっちを創らない！実行委員会,,,"学習支援,プレーパーク",,,,,090-8941-3660,,,,,,https://www.wada-3.com,3729xrj@jcom.zaq.ne.jp,,,,,,,金,第２、第４金曜日,13:00:00,18:00:00,,,0,0,0,0,,,,,,,,,加入状況､加入状態が分からない,,,,
84,11,埼玉県,所沢市,ぽかぽか広場・山口　こども食堂①,,,"学習支援,プレーパーク",,,,,,,,,,,,,,,,,,1か月に1回,土,第3土曜日,,,,ひとり親家族・支援を必要としている家庭,,,,,,,,,,,,,,,,,
85,11,埼玉県,所沢市,ぽかぽか広場・山口　学習支援①,,,学習支援,,,,,,,,,,,,,,,,,,1か月に2回,日,第2､第4日曜日,13:00:00,15:00:00,,小学生・中学生・高校生・その他（不登校だった成人）,,,,,,,,,,,,,埼玉ﾌｰﾄﾞﾊﾟﾝﾄﾘｰﾈｯﾄﾜｰｸ(所沢地区加入),,,,
86,11,埼玉県,所沢市,和田子ども食堂,,,プレーパーク,,,,,070-6517-4782,,,,,,tgenkijuku.com,tokorozawagenkijuku@gmail.com,,,,,,1か月に2回,,第2土曜日,11:00:00,12:00:00,,未就学児・小学生・中学生,100,100,100,100,100,,,,,,,,,,,,
87,11,埼玉県,所沢市,ぽかぽか広場・山口　こども食堂②,,,,,,,,,,,,,,,,,,,,,1か月に1回,日,第3日曜日,12:00:00,14:00:00,,未就学児・小学生・中学生・高校生,,,,,,,,,,,,,,,,,
88,11,埼玉県,飯能市,はんのう・みんな食堂,,,,飯能市東町11-11-102,,35.8534279153146,139.324405524708,,,,,,,,hanno.minna@gmail.com,,,,,,1か月に2回,金土,第４金曜日,14:00:00,16:00:00,,,0,0,0,0,100,,,,,1.0,,,埼玉県子ども食堂ネットワーク,,,,
89,11,埼玉県,飯能市,わっか食堂,,,親子交流の場,埼玉県飯能市上畑202,,35.8375041188708,139.285094609364,,,,,,,,first.step.hanno@gmail.com,,,,,,1か月に1回,土,毎月第3土曜日,9:30,11:30,,,0,0,0,0,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
90,11,埼玉県,加須市,光明寺おてら食堂,,,子供のたまり場,埼玉県加須市本町14-43,,36.126703,139.60087,080-1008-8466,,,,,,https://www.komyoji-kazo.com/%E3%81%8A%E3%81%A6%E3%82%89%E9%A3%9F%E5%A0%82,otera.shokudo@gmail.com,,,,,,,,,,,,,0,0,0,0,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
91,11,埼玉県,加須市,騎西子育て応援フードパントリー,,,,埼玉県加須市日出安1286,,36.1129110872362,139.582394895885,090-6176-5959,,,,,,https://kisai-tsudoi.jimdofree.com,kazo.kisai.fp@gmail.com,,,,,,2か月に1回,金,奇数月第3金曜日,17:00,19:00,,"経済的に困っている世帯,ひとり親世帯,障害のある子供",0,0,0,0,,,,,,1.0,,,埼玉フードパントリーネットワーク,,,,
92,11,埼玉県,加須市,すくすくのあそびひろば,,,"遊び・スポーツ・体験活動の場,不登校児の居場所,親子交流の場,外国人の子供の居場所",埼玉県加須市不動岡2-9-75　不動岡コミュニティセンター,,36.1363562920762,139.586577968901,090-2411-8598,,,,,,http://k-sukusuku-hiroba.org/,tozune@outlook.jp,,,,,,1か月に1回,日,第３日曜日,,,,,100,100,100,100,300,,,,,1.0,,,埼玉県子ども食堂ネットワーク、SKN埼北エリア連絡会、加須市子育て応援団体連絡会,,,,
93,11,埼玉県,加須市,北小浜みんなで子ども食堂,,,,埼玉県加須市北小浜1168,,36.135432,139.612081,,,,,,,,miyu198210@yahoo.co.jp,,,,,,1か月に1回,土,第4土曜日,11:30,13:00,,,100,100,100,100,200,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
94,11,埼玉県,本庄市,こども食堂かるがも,,,,本庄市千代田3-1-2,,36.2428266735364,139.178484668906,0495-21-8624,,,,,,,,,,,,,1か月に2回,木,第1・第3木曜日,,,,"経済的に困っている世帯,障害のある子供,就労者",100,100,100,100,300,,,,,,,,,,,,
95,11,埼玉県,本庄市,子ども食堂　またね,,,"学習支援,子供のたまり場",埼玉県本庄市寿1-22-9,,36.2276749661536,139.202738167056,,,,,,,,,,,,,,週に6回,,定休日以外毎日開催,,,,,0～100,0～100,0～100,0～100,,大人は対象外,,,,,,,,,,,
96,11,埼玉県,本庄市,あおぞら食堂,,,,埼玉県本庄市北堀,,,,0495-24-6017,,,,,,,kuroiwa.127@gmail.com,,,,,,1か月に1回,日,第3日曜日,11:30,13:00,,,0,0,0,0,300,,,,,,,,,,,,
97,11,埼玉県,本庄市,恩むすび,,,,本庄市銀座1-9-23,,,,0495-37-4417,,,,,,,hohoemiekubokawaiina@ezweb.ne.jp,,,,,,,,１ヶ月に一回目安,,,,小学校6年,0,0,0,0,,,,,,,,,,,,,
98,11,埼玉県,東松山市,特定非営利活動法人　子ども食堂　チ・アモ,,,"学習支援,多世代交流拠点,子供のたまり場,親子交流の場",埼玉県東松山市石橋1747-16,,36.0387983,139.3760743,,,,,,,,,,,,,,週に１回,金,,16:00,22:00,,"経済的に困っている世帯,ひとり親世帯,障害のある子供",300,300,300,300,500,,,,,1.0,,,埼玉県子どもネットワーク、全国こども食堂支援センターむすびえ,,,,
99,11,埼玉県,東松山市,NPO法人比企聖学塾,,,"学習支援,プレーパーク,遊び・スポーツ・体験活動の場,親子交流の場",埼玉県東松山市松本町1-10-10,,36.0400752,139.4106469,090-2646-9138,,,,,,,nt2co1209_imstrongbeingweak@yahoo.co.jp,,,,,,週に１回,日,,18:00,18:40,,,0,0,0,0,,,,,,1.0,,,,,,,
100,11,埼玉県,東松山市,長くつ下のピッピ食堂,,,"学習支援,多世代交流拠点",東松山市上唐子1461-82,,36.03830039,139.3361376,0493-25-1628,,,,,,https://sikodomoshokudo.wixsite.com/pippishokudou,mayukatu66@gmail.com,,,,,,週に１回,金,,17:00,19:00,,,200,200,200,200,300,,,,,1.0,,,埼玉県子ども食堂ネットワーク,,,,
101,11,埼玉県,東松山市,若松町ふれあい広場,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
102,11,埼玉県,春日部市,青空ママ応援食堂らくまる,,,親子交流の場,埼玉県春日部市下大増新田391,,35.9545743383834,139.737319338206,090-1706-1364,,,,,,http://tukigurumi25.com/,tukigurumi@gmail.com,,,,,,,,,,,,,0,0,0,0,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
103,11,埼玉県,春日部市,かすかべひつじ食堂,,,,埼玉県春日部市中央5-7-15,,35.972402,139.752285,,,,,,,,hitsujishokudou2@gmail.com,,,,,,1か月に1回,土,第2土曜,12:00,15:00,,,0,0,0,0,,,,,,,,,,,,,
104,11,埼玉県,春日部市,かすかべ子ども食堂ひなた,,,親子交流の場,埼玉県春日部市大場1397-2,,35.949303,139.765129,,,,,,,http://www.happy-circle-cycle.org/sp_index.html,,,,,,,,,,,,,"経済的に困っている世帯,ひとり親世帯,不登校・行き渋りの子供,障害のある子供,子育て家庭優先",0,0,0,0,,,,,,,,,日本子どもの居場所ネットワーク,,,,
105,11,埼玉県,春日部市,ベルヴィ越谷食堂,,,,,,,,,,,,,,https://www.utinaruheiwa.com/,scooprehe@gmail.com,,,,,,1か月に1回,木,第3木曜日,,,,,,,,,300,,,,,,,,,,,,
106,11,埼玉県,狭山市,シャローム食堂,,,多世代交流拠点,埼玉県狭山市狭山台4-19-14,,35.8487451,139.4331972,,,,,,,http:// www. facebook. com/kodomo 0yen. com,piano.kityumiko@gmail.com,,,,,,,,,,,,,0,0,0,0,300,,,,,,,,狭山市子ども食堂連合会,,,,
107,11,埼玉県,狭山市,みんなの食堂さといも,,,,狭山市富士見1-11-15 生活クラブ館つなぐ,,35.8531678,139.4160937,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
108,11,埼玉県,狭山市,WAKU☆DOKIはっぴー,,,"学習支援,多世代交流拠点,遊び・スポーツ・体験活動の場",狭山市根岸2-17-13,,35.857771,139.382265,070-1410-8989,,,,,,https://area-e-network.com,area-e.network@p1.s-cat.ne.jp,,,,,,1か月に2回,土,第３、第４土曜日,10:00,13:00,,"経済的に困っている世帯,ひとり親世帯,不登校・行き渋りの子供,障害のある子供",100,100,100,100,,,,,,1.0,,,埼玉県子ども食堂ネットワーク,,,,
109,11,埼玉県,狭山市,こども喫茶暖歩,,,"学習支援,子供のたまり場,不登校児の居場所",埼玉県狭山市狭山台4ー14ー17,,35.8496697101108,139.432486794022,,,,,,,http://danbo.amebaownd.com/,kodomokissadanbo@gmail.com,,,,,,週に１回,日,,13:00,17:00,,,0,0,0,0,,,,,,,,,,,,,
110,11,埼玉県,狭山市,にこにこクラブ　にこにこ食堂,,,"学習支援,多世代交流拠点",狭山市南入曽,,,,,,,,,,,,,,,,,1か月に1回,土,第3土曜日,11:30,13:00,,,0,0,0,0,200,,,,,,,,狭山市子ども食堂ネットワーク,,,,
111,11,埼玉県,狭山市,オリーブ食堂,,,,,,,,,,,,,,,ykomaki913@hotmail.com,,,,,,1か月に1回,日,第3日曜日,17:00:00,19:00:00,,18歳まで,0,0,0,0,,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
112,11,埼玉県,羽生市,羽生の杜,,,,羽生市桑崎1331-2,,36.1743765810893,139.522097994038,090-3348-2149,,,,,,http://www.hanyunomori.org/,tamura.nobuyuki@cameo.plala.or.jp,,,,,,1か月に2回,土日,第2土曜日、第4日曜日,,,,"経済的に困っている世帯,ひとり親世帯,外国人家族",100,100,100,100,300,,,,,1.0,,,埼玉県こども食堂ネットワーク、埼玉県フードパントリーネットワーク,,,,
113,11,埼玉県,羽生市,子ども食堂　えがお,,,,羽生市秀安715,,36.1620195451362,139.549059451709,048-562-1712,,,,,,,sukagetrk2002@white.plala.or.jp,,,,,,1か月に1回,,第三又は第五土日のいずれかの日,,,,,100,100,100,100,300,,,,,,,,埼玉県子ども食堂ネットワーク、子ども食堂埼北エリア連絡会,,,,
114,11,埼玉県,羽生市,羽生市須影集会所,,,"学習支援,遊び・スポーツ・体験活動の場,親子交流の場",羽生市須影708,,36.1492645227174,139.543888080544,090-3818-3606,,,,,,,nanatomi-1.9.5-2@docomo.ne.jp,,,,,,1か月に1回,土,第1土曜日,10:00,13:00,,,100,100,100,100,200,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
115,11,埼玉県,羽生市,羽生子ども食堂キャロット　　羽生フードパントリーキャロット　　ういんぐ　　キャロットひろば,,,"学習支援,遊び・スポーツ・体験活動の場",羽生市中央２-8-10,,36.1735029073814,139.537383680545,,,,,,,HP:http//carrto-kosodate-hanyuu.com,,,,,,,1か月に1回,土,第4土曜,13:00,16:00,,"経済的に困っている世帯,ひとり親世帯,不登校・行き渋りの子供,児童養護施設の子ども",0,0,0,0,300,,,,,1.0,,,埼玉県子ども食堂ネットワーク,,,,
116,11,埼玉県,鴻巣市,てんきねん,,,,埼玉県鴻巣市北根1374,,36.116650377652,139.518515953557,090-4849-7676,,,,,,,catoasis26@yahoo.co.jp,,,,,,1か月に1回,土,第4土曜,17:00,18:30,,ひとり親世帯,0,0,0,0,,,,,,,,,埼玉県、供食堂ネットワーク,,,,
117,11,埼玉県,鴻巣市,こどもレストラン”ゆめ”,,,,鴻巣市八幡田742-2　住宅展示場サイエンスホ-ム内,,,,,,,,,,,kounos-yumenomi@kxd.biglobe.ne.jp,,,,,,1か月に1回,土,第1土曜日,11:00:00,12:30:00,第2土曜の場合もあり,,0,0,0,0,200,,,,,,,,鴻巣市子どもの居場所ネットワーク会議,,,,
118,11,埼玉県,鴻巣市,わいわい交流会,,,,埼玉県鴻巣市吹上富士見3-1-7,,,,048-598-7614,,,,,,http://kousaten.que.jp/,kosaten2011@gmail.com,,,,,,1か月に1回,土,第三土曜日,11:00,13:00,,,100,100,100,100,100,,,,,,,,埼玉県子ども食堂ネットワーク、鴻巣市子どもの居場所ネットワーク会議,,,,
119,11,埼玉県,鴻巣市,まちのごはんやさん,,,,鴻巣市中央23-10,,,,,,,,,,http://www.nikoniko-mamas.com/,nikomama2015@gmail.com,,,,,,,金,第3金曜日,,,,,300,300,300,300,500,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
120,11,埼玉県,深谷市,まありのいえこども食堂,,,多世代交流拠点,深谷市上野台3353-5,,36.185496,139.269483,080-9349-1129,,,,,,https://maarinoie.crayonsite.net/,ohirune-tanpopochan1129@ezweb.ne.jp,,,,,,,,毎週木曜日、第1土曜日,11:30:00,14:30:00,,,200,200,200,,,,,,,,,,,,,,
121,11,埼玉県,深谷市,ふかや子ども食堂　まめっこ,,,学習支援,埼玉県深谷市東方1765番地2,,36.1952097379916,139.314884538218,,,,,,,https://yellowhearts.net,hello@yellowhearts.net,,,,,,1か月に1回,木,第4木曜日,18:00,19:00,,,100,100,100,100,200,,,,,1.0,,,埼玉県子ども食堂ネットワーク、埼玉フードパントリーネットワーク,,,,
122,11,埼玉県,深谷市,深谷はなっ子食堂,,,"遊び・スポーツ・体験活動の場,",深谷市小前田2345-1,,36.133026,139.226267,,,,,,,,Yiu39749@docomo.ne.jp,,,,,,1か月に2回,水,第2・4水曜日,17:00,19:00,,,100,100,100,100,100,,,,,,,,埼玉県子ども食堂ネットワーク、ふかや子どもの居場所ネット,,,,
123,11,埼玉県,深谷市,子ども食堂・Tﾊｳｽ おむすびころりん,,,,深谷市東方4284　上柴ｺﾐｭﾆﾃｨｾﾝﾀｰ,,36.17769277,139.31640128,048-575-1679,,,,,,,kazumama@kem.biglobe.ne.jp,,,,,,1か月に1回,土,第3土曜日,,,,,100,100,100,100,200,,,,,,,,埼玉県こども食堂ネットワーク,,,,
124,11,埼玉県,深谷市,いちご食堂,,,,深谷市菅沼165,,,,080-9818-2334,,,,,,,,,,,,,,土,第4土曜日,11:00:00,12:30:00,,,100,100,100,100,200,,,,,,,,,,,,
125,11,埼玉県,上尾市,てらこや錦町,,,,埼玉県上尾市錦町2-18,,35.987637,139.590338,,,,,,,,terakoya.nishikicho@gmail.com,,,,,,週に１回,金,,18:00,20:00,,,100,100,100,100,,,,,,,,,,,,,
126,11,埼玉県,上尾市,ホットほっとタイム子ども食堂,,,,埼玉県上尾市富士見2-15 コパンあらぐさ,,35.96817,139.583238,,,,,,,https://sikodomoshokudo.wixsite.com/ks-hothottime,hot2time.in.ageo@gmail.com,,,,,,1か月に1回,金,第四金曜日,17:00,19:30,,,0,0,0,0,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
127,11,埼玉県,上尾市,こども食堂「とまと」,,,,上尾市,,,,,,,,,,,,,,,,,週に１回,水,,17:00,19:00,,,100,100,100,100,300,,,,,,,,,,,,
128,11,埼玉県,上尾市,Smile Pockets（スマイルポケット）こども食堂,,,,埼玉県上尾市本町2-14　根貝戸団地内,,,,,,,,,,https://smile-pockets-1.jimdosite.com/,,,,,,,1か月に3回,水,第２，４水曜日,17:30:00,19:00:00,,,0,0,0,0,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
129,11,埼玉県,上尾市,子ども食堂「でんでん虫」,,,,上尾市,,,,,,,,,,,,,,,,,1か月に2回,土,第2、第4土曜日,12:00,14:00,,,0,0,0,0,300,,,,,,,,埼玉県子ども食堂ネットワーク、上尾市子ども食堂ネットワーク,,,,
130,11,埼玉県,草加市,メグママの子ども食堂,,,,草加市草加3-1-2　キッチンMEG内,,35.83751150958694,139.79941300936449,090-3523-0222,,,,,,,,,,,,,1か月に1回,土,第一土曜日,10:00,12:00,,,100,100,100,100,300,お弁当のみ,,,,,,,Pineの会,,,,
131,11,埼玉県,草加市,あつまれ～ペンギン村～,,,遊び・スポーツ・体験活動の場,埼玉県草加市高砂1-8-8　そうか食堂内,,35.825025,139.806614,048-918-4005,,,,,,,gami0128@gmail.com,,,,,,2か月に1回,日,奇数月最終日曜日,12:00,15:00,,,0,0,0,0,300,,,,,1.0,,,子供応援団　pine,,,,
132,11,埼玉県,草加市,草加あおはる食堂,,,"遊び・スポーツ・体験活動の場,",,,,,,,,,,,https://sikodomoshokudo.wixsite.com/ks-sokaaoharu,,,,,,,1か月に1回,土,第4土曜日,13:00,19:00,,,100,100,100,100,300,,,,,,,,埼玉県子ども食堂ネットワーク、草加市子ども応援ネットワークPine,,,,
133,11,埼玉県,草加市,ことも食堂よつば,,,子供のたまり場,埼玉県草加市八幡町259,,,,090-3682-7884,,,,,,,rizcx626@yahoo.co.jp,,,,,,2か月に1回,月,奇数月　第二月曜日,,,,,0,0,0,0,300,,,,,,,,Pine,,,,
134,11,埼玉県,草加市,草加松原子ども食堂,,,,埼玉県草加市栄町2-7-34,,,,,,,,,,,joyfulfamily0901@gmail.com,,,,,,1ヶ月に一回ずつ,,第二土曜,12:00:00,,,,100,100,100,100,200,,,,,,,,パイン,,,,
135,11,埼玉県,草加市,子ども食堂「結び」,,,,埼玉県草加市住吉2-9-1　中央公民館,,35.830514,139.81014,,,,,,,https://webc.sjc.ne.jp/soka/center_8,lily@sjc.ne.jp,,,,,,,,,,,,,0,0,0,0,300,,,,,,,,埼玉県子ども食堂ネットワーク、こども応援ネットワークPine,,,,
136,11,埼玉県,草加市,ＳＯＭＰＯケア　ラヴィーレ草加松原,,,,埼玉県草加市中根3-31-24,,35.84651739613761,139.81179952470782,048-930-6541,,,,,,https://www.sompocare.com/,lv_soukamatubara_m@sompocare.com,,,,,,1か月に1回,土,第4土曜日,11:45,14:30,,,0,0,0,0,300,,,,,,,,,,,,
137,11,埼玉県,草加市,SOMPOケアラヴィーレ草加,,,,埼玉県草加市北谷3-36-8,,35.8459535008042,139.78278910936498,048-946-1166,,,,,,https://www.sompocare.com/service/home/kaigo/H000079/,lv_souka@sompocare.com,,,,,,,,,,,,,0,0,0,0,300,,,,,,,,そうか子育て応援・情報サイト ぼっくるん,,,,
138,11,埼玉県,草加市,こども未来食堂マイカ,,,学習支援,草加市瀬崎6-6-22,,,,080-9806-9694,,,,,,,micamica2018@icloud.com,,,,,,,月,第3月曜日,16:00:00,19:30:00,,,0,0,0,0,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
139,11,埼玉県,草加市,IMAいなり食堂,,,,,,,,,,,,,,,usmyke725@yahoo.co.jp,,,,,,,,,,,,,,,,,,,,,,,,,こども応援ネットワークPine,,,,
140,11,埼玉県,越谷市,越ヶ谷こどもかふぇ食堂　ぽらむの家,,,"学習支援,多世代交流拠点",埼玉県越谷市越ケ谷本町8-3,,35.894279,139.785478,080-6785-4551,,,,,,,kodomoshyokudou@gmail.com,,,,,,週に１回,月,,17:00,19:00,,,100,100,100,100,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
141,11,埼玉県,越谷市,越谷こども食堂,,,"学習支援,多世代交流拠点",埼玉県越谷市弥生町6-7野口ビル,,35.89126269142354,139.78549875354577,048-964-8000,,,,,,http://www.kodomo-shien.org/,koshigaya.kodomo.shien@gmail.com,,,,,,週に5回,月火水木金,,17:00,19:00,,,0,0,0,0,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
142,11,埼玉県,越谷市,こども食堂かなう,,,,埼玉県越谷市柳町1-14,,35.894107,139.789952,070-8959-5391,,,,,,,kanaushokudou@gmail.com,,,,,,1か月に1回,日,最終日曜日昼,,,,,0,0,0,0,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
143,11,埼玉県,越谷市,きなり食堂,,,,越谷市東越谷1-1-33,,,,,,,,,,,kinari@mamatette.com,,,,,,,,,,,,,0,0,0,0,500,非課税、生活保護世帯は大人も無料,,,,,,,埼玉県子ども食堂ネットワーク，こども応援ネットワークpine，越谷こどもサポートネットワーク,,,,
144,11,埼玉県,越谷市,せんげん台こども食堂,,,学習支援,越谷市千間台西1-9-9,,,,,,,,,,,sengendaikodomosyokudou@gmail.com,,,,,,1か月に1回,月,第３月曜日,17:30,19:30,,"経済的に困っている世帯,ひとり親世帯,不登校・行き渋りの子供,障害のある子供",0,0,0,0,,,,,,1.0,,,埼玉フードパントリーネットワーク、越谷こどもサポートネットワーク,,,,
145,11,埼玉県,蕨市,みんなの食堂「ぽっかぽか」＠錦町,,,,埼玉県蕨市錦町2-19-13,,35.823896046608304,139.66973135169255,090-9230-8919,,,,,,https://www4.hp-ez.com/hp/pokkapoka/page2,pokkapoka.warabi@gmail.com,,,,,,1か月に2回,木,第２，第４木曜日,16:00,19:30,,,0,0,0,0,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
146,11,埼玉県,戸田市,merry attic,,,"学習支援,子供のたまり場",埼玉県戸田市新曽2114,,35.81913386518865,139.6601282823778,,,,,,,https://www.merryattic.net/,support@merry.or.jp,,,,,,1か月に1回,日,最終週日曜日,11:00,14:00,,,0,0,0,0,,,,,,,,,戸田市子どもの居場所ネットワーク,,,,
147,11,埼玉県,戸田市,戸田フードパントリーみらい,,,親子交流の場,,,,,,,,,,,,unatsusky724@gmail.com,,,,,,,,,,,,ひとり親世帯,0,0,0,0,,,,,,1.0,,,埼玉フードパントリーネットワーク,,,,
148,11,埼玉県,戸田市,そんぽの家S戸田公園,,,多世代交流拠点,埼玉県戸田市南町7－9,,35.80538560224646,139.6733764688841,048-430-1171,,,,,,https://www.sompocare.com/service/home/satsuki/H000383/,,,,,,,1か月に1回,土,第2土曜日,12:00,14:00,,,0,0,0,0,300,,,,,,,,,,,,
149,11,埼玉県,戸田市,とだっ子食堂,,,,埼玉県戸田市本町2-10-1 スマイル戸田内,,35.8093456246763,139.67717053237718,048-433-8881,,,,,,,todakko-shokudo@dune.ocn.ne.jp,,,,,,,,,,,,"経済的に困っている世帯,ひとり親世帯",0,0,0,0,,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
150,11,埼玉県,戸田市,ひなたぼっこ,,,学習支援,,,,,,,,,,,https://xizezhongxuexiao4.wixsite.com/mysite-1,todahinatabokko@gmail.com,,,,,,,,,,,,,0,0,0,0,,,,,,1.0,,,埼玉県フードパントリーネットワーク,,,,
151,11,埼玉県,戸田市,アマフカフェ,,,"多世代交流拠点,遊び・スポーツ・体験活動の場,親子交流の場",埼玉県戸田市本町4-11-10,,,,090-6658-2590,,,,,,,,,,,,,,,,,,,"経済的に困っている世帯,ひとり親世帯,不登校・行き渋りの子供",0,0,0,0,,,,,,,,,,,,,
152,11,埼玉県,戸田市,月イチ子ども食堂カフェ・ソニード,,,親子交流の場,埼玉県戸田市上戸田1‐21‐7　,,35.81919076692269,139.67840662470644,090-3060-8124,,,,,,https://r.goope.jp/npoballoon/free/ichikodmo,,,,,,,1か月に1回,金,第3金曜日,,,,"経済的に困っている世帯,ひとり親世帯",0,0,0,0,,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
153,11,埼玉県,戸田市,TODA夕暮れこども食堂,,,,,,,,048-486-9225,,,,,,,info@25farm.com,,,,,,1か月に1回,土,第3土曜日,,,,,0,0,0,0,,,,,,1.0,,,,,,,
154,11,埼玉県,戸田市,スマイルエンジョイプロジェクトとだっ子食堂,,,,,,,,048-433-8881,,,,,,,todakko-shokudo@dune.ocn.ne.jp,,,,,,1か月に1回,土,月末の土曜日,,,,経済的困難な方,0,0,0,0,,,,,,,,,,,,,
155,11,埼玉県,入間市,いただきま～すの会,,,,埼玉県入間市宮寺2467特別養護老人ホームつつじの園、入間市二本木256-1宮寺二本木地区センター二本木分館,,,,04-2934-1815,,,,,,,seyk2181@gmail.com,,,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,
156,11,埼玉県,入間市,久保稲荷なかよし広場,,,"学習支援,多世代交流拠点,遊び・スポーツ・体験活動の場",埼玉県入間市久保稲荷3-9-3,,35.823042,139.390925,,,,,,,,7ki-suzu@m.ictv.ne.jp,,,,,,1か月に2回,火,第1・3火曜日,15:00,17:30,,,0,0,0,0,,,,,,,,,子ども食堂ネットワークいるま,,,,
157,11,埼玉県,入間市,AIKURU FREE BASE ,,,"学習支援,多世代交流拠点,子供のたまり場,遊び・スポーツ・体験活動の場,不登校児の居場所,外国人の子供の居場所",埼玉県入間市豊岡1-8-39サイオスパークビル1F,,35.83695442251455,139.38705474005008,04-2966-2848,,,,,,https://freebase.studio.site/,aikuruchan2848@gmail.com,,,,,,週に１回,金,,17:00,21:00,,中学生以上,0,0,0,0,,,,,,,,,こども食堂ネットワークいるま,,,,
158,11,埼玉県,入間市,オーシャンキッズ倶楽部,,,"学習支援,多世代交流拠点,子供のたまり場,遊び・スポーツ・体験活動の場,不登校児の居場所",埼玉県入間市久保稲荷,,,,,,,,,,,saitama@ocean-kids.club,,,,,,,,,,,,,0～5000,0～5000,0～5000,0～5000,0～5000,,,,,,,,子ども食堂ネットワーク入間,,,,
